employee_id,hire_date,department,job_level,education,gender,base_salary,bonus_pct,performance_score,projects_completed,training_hours,remote_days_wk,last_eval_date,attrition_risk
EMP-10698,2012-03-10,Legal,Mid,Bachelor's,Prefer not to say,60100.0,0.2,1.0,11,71.0,1,2024-12-31,Low
EMP-10699,2013-10-14,HR,Manager,,Female,123700.0,0.22,,7,0.0,0,2024-01-16,Medium
EMP-10700,2020-06-02,Engineering,Senior,High School,Female,83000.0,,3.2,16,101.0,1,2024-04-24,Low
EMP-10701,2018-11-28,HR,Director,Master's,Female,171400.0,0.11,5.0,14,,0,2024-03-29,Low
EMP-10702,2012-01-10,Finance,Manager,Associate,Female,144000.0,0.04,4.1,3,13.0,1,2024-01-15,High
EMP-10703,2019-04-17,Operations,Junior,High School,Female,36400.0,0.2,2.7,7,82.0,5,2024-09-15,High
EMP-10704,2017-08-13,Operations,Manager,Bachelor's,Female,139400.0,0.01,3.8,10,94.0,5,2024-05-17,Low
EMP-10705,2018-11-24,Operations,Senior,Bachelor's,Male,85500.0,0.13,2.5,9,90.0,0,2024-08-05,Medium
EMP-10706,2017-07-12,Operations,Senior,Master's,Male,104900.0,0.18,3.6,7,52.0,0,2024-07-10,High
EMP-10707,2010-09-27,Finance,Senior,Associate,Female,84300.0,0.02,2.3,20,105.0,0,2024-02-02,Medium
EMP-10708,2023-02-16,Finance,Lead,Bachelor's,,112400.0,0.19,1.4,16,16.0,1,2024-11-18,Medium
EMP-10709,2015-04-06,Finance,Mid,Master's,Female,62400.0,0.18,2.4,2,113.0,4,2024-05-20,Medium
EMP-10710,2014-07-08,Legal,Director,Master's,Female,179400.0,0.1,2.6,4,59.0,4,2024-02-15,Low
EMP-10711,2010-05-06,Engineering,Manager,Associate,Male,141800.0,0.02,1.7,11,113.0,0,2024-10-26,Low
EMP-10712,2010-11-07,Legal,Manager,PhD,Female,135300.0,0.17,1.8,1,44.0,2,2024-02-27,Low
EMP-10713,2013-01-09,Legal,Lead,,Non-binary,107500.0,0.04,1.4,4,108.0,1,2024-07-23,Low
EMP-10714,2021-04-28,Operations,Director,PhD,Male,169900.0,0.1,1.5,3,25.0,2,2024-07-18,Low
EMP-10715,2023-05-08,Engineering,Mid,PhD,Female,62700.0,,1.7,16,22.0,1,2024-09-19,High
EMP-10716,2015-03-13,Finance,Mid,Bachelor's,Female,69700.0,0.24,1.6,20,41.0,0,2024-10-28,Low
EMP-10717,2022-11-23,Operations,Lead,PhD,Female,116000.0,0.21,1.5,25,75.0,1,2024-07-28,Low
EMP-10718,2019-08-28,Operations,Manager,High School,Female,133100.0,0.24,4.5,27,76.0,3,2024-04-25,Low
EMP-10719,2012-05-09,Marketing,Lead,Associate,Male,113900.0,0.01,3.7,19,20.0,2,2024-12-07,Medium
EMP-10720,2010-06-13,HR,Director,PhD,Prefer not to say,166000.0,0.24,1.5,5,93.0,1,2024-01-29,Low
EMP-10721,2011-01-31,Sales,Senior,Associate,Female,90000.0,0.13,1.3,13,14.0,4,2024-07-09,Low
EMP-10722,2017-02-05,Legal,Junior,High School,Male,47000.0,0.05,2.9,11,51.0,1,2024-09-29,Low
EMP-10723,2011-06-13,Marketing,Lead,Master's,Male,120100.0,0.23,4.1,17,69.0,3,2024-06-17,Medium
EMP-10724,2012-06-22,Marketing,Lead,Bachelor's,Female,105800.0,0.01,2.0,2,115.0,5,2024-12-02,Low
EMP-10725,2012-09-13,Finance,Junior,Bachelor's,Female,35000.0,0.12,1.0,24,56.0,3,2024-05-08,Medium
EMP-10726,2020-12-06,Operations,Director,Bachelor's,Female,170500.0,0.01,4.9,0,,4,2024-02-06,Low
EMP-10727,2013-01-17,Marketing,Manager,Bachelor's,Male,134700.0,0.11,1.1,22,39.0,0,2024-11-24,Low
EMP-10728,2021-10-14,Operations,Lead,Master's,Female,117500.0,0.04,2.6,27,36.0,4,2024-09-01,High
EMP-10729,2019-08-12,Legal,Senior,Master's,Male,89400.0,0.16,4.3,16,1.0,5,2024-10-21,Low
EMP-10730,2010-01-22,Operations,Senior,Associate,Female,88100.0,0.21,1.1,5,12.0,1,2024-03-09,Low
EMP-10731,2014-01-06,Operations,Manager,Master's,Male,141800.0,,2.7,15,103.0,5,2024-08-08,Low
EMP-10732,2015-01-09,Operations,Lead,Master's,Male,111500.0,0.01,3.4,26,40.0,0,2024-08-20,Medium
EMP-10733,2022-02-14,Operations,Senior,Bachelor's,Male,97200.0,0.22,,9,95.0,5,2024-12-15,High
EMP-10734,2013-04-26,Sales,Manager,Associate,Male,134900.0,0.01,3.1,26,62.0,1,2024-12-28,High
EMP-10735,2022-03-27,Finance,Director,PhD,Female,168600.0,0.2,2.3,29,93.0,5,2024-11-12,High
EMP-10736,2021-03-25,Sales,Lead,,Female,106200.0,,,27,54.0,3,2024-08-20,Medium
EMP-10737,2012-07-09,HR,Lead,PhD,Non-binary,108300.0,0.22,4.7,13,37.0,4,2024-04-07,Low
EMP-10738,2021-11-20,Finance,Director,High School,Male,178100.0,0.13,3.5,24,,3,2024-06-23,Low
EMP-10739,2017-12-06,R&D,Senior,PhD,Male,85500.0,0.16,1.5,4,25.0,3,2024-11-11,High
EMP-10740,2021-02-17,Operations,Director,Associate,Female,178800.0,0.24,2.4,0,1.0,1,2024-04-07,Low
EMP-10741,2011-09-26,R&D,Mid,High School,Female,68100.0,,1.9,21,68.0,3,2024-02-27,High
EMP-10742,2017-11-02,Engineering,Senior,Associate,Male,90100.0,,3.6,8,37.0,5,2024-07-25,Low
EMP-10743,2014-10-29,Operations,Senior,High School,Male,82900.0,0.05,4.8,28,64.0,5,2024-03-25,Low
EMP-10744,2015-01-09,Engineering,Lead,High School,Male,110400.0,0.16,1.1,7,64.0,4,2024-05-24,Low
EMP-10745,2011-08-17,Legal,Manager,Master's,Male,138800.0,0.06,2.2,3,67.0,0,2024-04-09,Medium
EMP-10746,2016-02-15,Engineering,Senior,PhD,Male,97400.0,,3.4,21,107.0,4,2024-02-09,Low
EMP-10747,2013-12-22,HR,Director,Bachelor's,Male,184800.0,0.1,4.8,1,78.0,1,2024-09-21,High
EMP-10748,2010-05-05,Operations,Senior,High School,Female,86900.0,,3.1,29,32.0,1,2024-01-09,Low
EMP-10749,2015-12-08,Finance,Director,Master's,Male,182200.0,0.01,1.2,27,87.0,3,2024-08-12,Medium
EMP-10750,2016-01-13,Finance,Director,PhD,Male,172500.0,0.02,4.1,7,,0,2024-04-11,Low
EMP-10751,2011-07-19,Engineering,Director,Bachelor's,Male,172300.0,0.22,,29,34.0,4,2024-12-26,High
EMP-10752,2010-12-20,Marketing,Mid,PhD,Female,62700.0,0.17,1.7,8,8.0,0,2024-04-10,Low
EMP-10753,2014-05-29,Engineering,Mid,Master's,Female,68200.0,0.17,3.1,23,6.0,2,2024-05-15,Low
EMP-10754,2021-05-30,Finance,Junior,Master's,Male,54400.0,0.01,2.4,13,37.0,5,2024-04-13,Low
EMP-10755,2011-01-28,Sales,Lead,PhD,Female,108100.0,0.2,4.1,8,32.0,3,2024-10-13,Low
EMP-10756,2019-02-26,HR,Senior,Master's,Female,103600.0,0.16,,2,106.0,0,2024-12-25,High
EMP-10757,2022-06-26,Operations,Manager,PhD,Female,135700.0,,3.1,6,54.0,1,2024-05-31,Low
EMP-10758,2018-02-18,Operations,Lead,Associate,Female,103800.0,0.1,1.3,1,24.0,0,2024-01-12,Low
EMP-10759,2015-12-29,Finance,Manager,PhD,Female,122000.0,,2.2,13,12.0,0,2024-11-09,Medium
EMP-10760,2010-03-28,Engineering,Junior,High School,Male,39600.0,,3.5,21,,1,2024-01-09,Medium
EMP-10761,2017-04-22,Engineering,Senior,PhD,Male,100800.0,,1.1,19,7.0,0,2024-02-02,High
EMP-10762,2010-12-06,Engineering,Director,PhD,Female,173300.0,0.19,2.2,3,101.0,2,2024-06-30,Medium
EMP-10763,2020-03-06,Operations,Manager,Master's,Male,122300.0,,4.5,1,21.0,4,2024-04-15,Medium
EMP-10764,2022-03-15,HR,Lead,Associate,Non-binary,110300.0,0.11,4.0,8,100.0,5,2024-08-01,High
EMP-10765,2016-04-30,Marketing,Director,High School,Female,181900.0,,2.9,7,101.0,2,2024-01-07,Low
EMP-10766,2022-04-23,Legal,Lead,PhD,Female,103300.0,0.18,2.5,14,25.0,3,2024-11-24,Low
EMP-10767,2017-06-02,HR,Junior,High School,Male,33200.0,0.09,1.3,11,112.0,1,2024-11-18,Low
EMP-10768,2019-03-16,HR,Manager,Associate,Female,132700.0,0.09,3.6,17,94.0,1,2024-10-02,Medium
EMP-10769,2016-01-10,R&D,Junior,PhD,Male,39500.0,0.21,,16,13.0,0,2024-05-15,Medium
EMP-10770,2018-12-15,HR,Mid,PhD,Male,67400.0,0.22,4.4,2,3.0,5,2024-10-12,Medium
EMP-10771,2019-06-19,Marketing,Director,PhD,Female,170700.0,,4.7,10,0.0,0,2024-06-30,Low
EMP-10772,2017-02-20,Operations,Lead,,Non-binary,114000.0,0.13,3.3,25,50.0,5,2024-11-17,Low
EMP-10773,2022-02-10,Finance,Senior,Master's,Female,91900.0,0.15,2.9,8,109.0,5,2024-03-24,Medium
EMP-10774,2019-05-27,Operations,Manager,PhD,Female,134300.0,0.21,4.2,20,56.0,0,2024-10-16,High
EMP-10775,2018-08-04,Legal,Junior,High School,Non-binary,52200.0,,2.2,2,65.0,2,2024-11-19,Low
EMP-10776,2013-05-23,HR,Director,Bachelor's,Female,173600.0,0.09,4.4,12,107.0,3,2024-06-10,Medium
EMP-10777,2018-09-06,HR,Junior,Bachelor's,Male,44900.0,0.13,2.7,8,118.0,1,2024-06-30,Low
EMP-10778,2018-08-24,HR,Lead,Associate,Female,114400.0,0.11,1.3,4,,0,2024-06-05,Low
EMP-10779,2019-03-13,HR,Director,PhD,Female,171300.0,0.12,1.6,1,,3,2024-02-23,Medium
EMP-10780,2013-03-17,R&D,Mid,Master's,Male,60600.0,0.22,3.5,17,57.0,2,2024-01-23,Medium
EMP-10781,2010-02-13,Legal,Senior,Bachelor's,Female,89400.0,0.21,4.8,5,,1,2024-03-30,Low
EMP-10782,2015-05-13,HR,Manager,High School,Male,122400.0,0.23,4.6,22,,1,2024-12-19,Medium
EMP-10783,2021-03-28,HR,Mid,PhD,Female,79100.0,0.03,3.4,0,116.0,3,2024-06-30,High
EMP-10784,2015-09-18,R&D,Director,Associate,Male,175500.0,0.12,4.0,27,0.0,2,2024-08-03,Medium
EMP-10785,2018-06-16,Marketing,Mid,Associate,Female,77800.0,0.06,1.8,8,50.0,3,2024-01-16,Medium
EMP-10786,2015-05-27,Engineering,Lead,Bachelor's,,120600.0,0.03,2.5,21,,5,2024-12-31,Low
EMP-10787,2014-06-14,Sales,Mid,High School,Male,65000.0,0.23,2.7,17,69.0,2,2024-08-20,Low
EMP-10788,2012-08-09,R&D,Junior,Bachelor's,Male,53100.0,0.02,4.0,4,,2,2024-02-22,Medium
EMP-10789,2011-12-13,Legal,Manager,Master's,Female,123700.0,0.19,2.6,17,54.0,3,2024-06-24,Low
EMP-10790,2010-10-03,Finance,Manager,PhD,Male,127600.0,0.2,2.8,15,23.0,2,2024-02-24,Medium
EMP-10791,2011-02-10,Marketing,Manager,Master's,Male,126900.0,0.18,1.4,15,,2,2024-03-19,Low
EMP-10792,2019-02-07,Finance,Mid,Master's,Male,67100.0,0.16,,0,106.0,3,2024-07-05,Low
EMP-10793,2022-07-12,Operations,Lead,High School,Male,110300.0,0.03,,24,70.0,5,2024-08-29,High
EMP-10794,2017-04-11,R&D,Mid,High School,Male,73500.0,0.02,4.3,26,53.0,3,2024-09-05,Medium
EMP-10795,2019-12-04,Operations,Junior,Master's,Female,53500.0,0.2,4.1,9,60.0,3,2024-02-12,Low
EMP-10796,2022-04-24,Engineering,Senior,Associate,Female,92700.0,0.24,3.0,1,92.0,4,2024-06-21,High
EMP-10797,2017-01-29,Finance,Manager,High School,Female,134500.0,0.25,2.7,25,76.0,4,2024-06-12,Low
EMP-10798,2020-03-20,R&D,Senior,PhD,Female,96300.0,0.1,1.8,19,81.0,4,2024-08-31,Low
EMP-10799,2022-12-16,Legal,Manager,PhD,Female,132100.0,,4.4,13,62.0,2,2024-03-06,Low
EMP-10800,2010-01-08,Operations,Junior,Master's,Male,36400.0,0.06,2.5,15,22.0,3,2024-02-25,Low
EMP-10801,2020-08-14,HR,Junior,PhD,Male,39900.0,0.13,4.0,27,33.0,3,2024-09-27,Low
EMP-10802,2020-07-22,Marketing,Junior,PhD,Male,49700.0,0.16,2.5,25,109.0,5,2024-10-15,High
EMP-10803,2021-06-10,Operations,Lead,PhD,Female,113000.0,0.19,1.0,26,106.0,1,2024-05-08,Low
EMP-10804,2017-09-05,Finance,Mid,Bachelor's,Male,79000.0,0.01,2.2,17,93.0,1,2024-09-17,Low
EMP-10805,2023-04-15,Operations,Mid,High School,Female,58800.0,0.02,4.5,19,13.0,0,2024-07-18,Low
EMP-10806,2022-04-02,Sales,Junior,High School,Female,43300.0,0.21,4.1,29,38.0,3,2024-04-17,Low
EMP-10807,2018-07-10,Finance,Director,Bachelor's,Female,167700.0,0.07,4.1,20,,5,2024-06-30,High
EMP-10808,2015-04-05,Legal,Manager,Master's,Female,132500.0,0.22,4.2,20,16.0,0,2024-05-08,Medium
EMP-10809,2018-07-01,Finance,Junior,High School,Male,36600.0,0.15,2.8,11,66.0,2,2024-12-02,High
EMP-10810,2017-12-19,Engineering,Lead,PhD,Female,124200.0,0.07,1.8,14,,3,2024-01-11,Low
EMP-10811,2011-06-10,Marketing,Lead,Associate,Male,119800.0,0.18,4.0,8,1.0,1,2024-04-08,Medium
EMP-10812,2018-10-29,R&D,Mid,Bachelor's,Female,78400.0,0.24,3.5,19,117.0,5,2024-12-29,Medium
EMP-10813,2021-10-21,Operations,Manager,Associate,Female,123600.0,0.1,1.7,27,47.0,4,2024-05-22,Medium
EMP-10814,2015-12-23,Operations,Lead,Associate,Male,119900.0,0.11,3.5,24,52.0,3,2024-09-22,Low
EMP-10815,2017-03-23,Finance,Lead,Associate,Female,116900.0,,1.6,5,80.0,0,2024-08-11,Medium
EMP-10816,2011-08-13,Finance,Director,Associate,,173100.0,0.13,4.4,17,42.0,1,2024-07-15,Low
EMP-10817,2022-03-07,Engineering,Manager,Master's,Male,137400.0,0.22,,16,4.0,3,2024-03-23,Low
EMP-10818,2015-01-03,Finance,Senior,High School,Male,97100.0,0.02,2.9,17,,1,2024-08-11,Medium
EMP-10819,2015-12-11,Marketing,Mid,Associate,Male,64000.0,0.16,1.7,21,67.0,0,2024-03-09,Medium
EMP-10820,2015-11-19,Marketing,Director,Master's,Female,173200.0,0.22,2.4,18,,1,2024-03-11,Low
EMP-10821,2020-08-13,Sales,Manager,Associate,Male,133800.0,0.01,1.9,3,107.0,3,2024-01-07,Low
EMP-10822,2017-10-19,Marketing,Lead,Bachelor's,Male,110200.0,,2.3,11,,5,2024-02-26,Medium
EMP-10823,2021-09-16,Marketing,Director,High School,Female,164100.0,0.06,3.5,4,31.0,5,2024-04-19,Low
EMP-10824,2023-03-23,Sales,Senior,Master's,Female,85300.0,0.22,1.9,2,102.0,4,2024-10-26,Low
EMP-10825,2020-09-09,Engineering,Manager,High School,Female,125900.0,0.21,2.2,5,25.0,2,2024-09-29,Low
EMP-10826,2022-10-20,Finance,Junior,High School,Female,42700.0,0.18,1.5,16,10.0,0,2024-07-13,Low
EMP-10827,2014-12-18,Operations,Junior,PhD,Female,32900.0,0.14,4.5,19,23.0,2,2024-01-15,Low
EMP-10828,2013-03-09,Engineering,Manager,Associate,Female,122800.0,,1.5,24,14.0,5,2024-01-05,Medium
EMP-10829,2011-06-24,Legal,Senior,PhD,Female,89400.0,0.17,1.4,2,42.0,0,2024-02-14,Low
EMP-10830,2021-11-10,Sales,Junior,High School,Female,44100.0,0.06,4.3,19,80.0,4,2024-08-25,Low
EMP-10831,2018-03-02,R&D,Senior,PhD,Male,84300.0,0.21,2.4,23,20.0,4,2024-01-23,Medium
EMP-10832,2021-10-02,Marketing,Manager,Bachelor's,Prefer not to say,142200.0,0.16,4.1,24,75.0,4,2024-04-14,Low
EMP-10833,2014-08-06,Operations,Manager,Associate,Male,124200.0,,4.0,0,37.0,0,2024-10-20,Low
EMP-10834,2021-10-31,Sales,Director,Master's,Female,178300.0,0.04,1.3,4,,4,2024-09-30,Medium
EMP-10835,2013-10-17,Sales,Junior,,Female,33700.0,0.12,4.1,29,,4,2024-02-06,Low
EMP-10836,2018-03-16,Marketing,Junior,Master's,Female,38500.0,0.04,2.5,22,111.0,1,2024-06-14,Medium
EMP-10837,2015-05-09,Marketing,Mid,Bachelor's,Male,72100.0,0.07,4.4,7,,1,2024-06-22,Low
EMP-10838,2013-11-12,Marketing,Lead,Bachelor's,Female,123000.0,0.2,1.9,5,86.0,2,2024-11-15,Low
EMP-10839,2013-06-02,Operations,Lead,Associate,Female,115200.0,0.16,1.1,2,17.0,5,2024-10-13,Low
EMP-10840,2020-04-28,R&D,Junior,PhD,Female,42200.0,0.05,1.2,18,109.0,1,2024-08-24,High
EMP-10841,2013-12-26,Engineering,Director,PhD,Female,177600.0,0.09,2.7,3,44.0,2,2024-09-05,Medium
EMP-10842,2010-12-21,Operations,Junior,High School,Female,44400.0,0.06,1.2,11,10.0,3,2024-11-23,High
EMP-10843,2017-03-22,Marketing,Director,High School,Female,172200.0,0.14,2.5,22,81.0,2,2024-04-15,Low
EMP-10844,2018-07-21,Operations,Lead,PhD,Female,122900.0,,4.0,3,49.0,4,2024-01-04,Low
EMP-10845,2018-02-11,Sales,Junior,Bachelor's,Female,52700.0,0.2,2.9,15,93.0,2,2024-05-04,High
EMP-10846,2019-08-08,Legal,Manager,Master's,Male,140900.0,0.01,1.8,26,101.0,4,2024-04-14,Low
EMP-10847,2012-10-04,R&D,Senior,PhD,Male,97400.0,0.14,3.7,26,48.0,4,2024-06-30,Low
EMP-10848,2019-03-13,Marketing,Lead,Master's,Female,112400.0,0.11,1.3,1,55.0,3,2024-07-14,Medium
EMP-10849,2013-06-14,Legal,Senior,Bachelor's,Male,93300.0,,4.3,20,4.0,1,2024-02-23,Low
EMP-10850,2015-08-23,Sales,Junior,High School,Female,42200.0,0.18,3.7,16,38.0,1,2024-02-20,Low
EMP-10851,2018-06-01,Marketing,Senior,Associate,Male,93500.0,0.22,3.3,19,37.0,0,2024-10-29,Low
EMP-10852,2012-04-22,Marketing,Senior,Associate,Male,100800.0,0.12,3.3,1,28.0,4,2024-03-05,Low
EMP-10853,2018-03-08,Engineering,Director,High School,Male,165500.0,0.23,2.1,0,68.0,4,2024-04-12,Medium
EMP-10854,2017-12-31,Finance,Director,Master's,Female,181700.0,,3.7,24,63.0,3,2024-08-13,Low
EMP-10855,2021-09-21,Marketing,Mid,High School,Male,76200.0,0.11,1.9,27,92.0,5,2024-08-21,Low
EMP-10856,2021-09-10,Operations,Manager,Master's,Female,139000.0,0.16,4.1,13,55.0,1,2024-10-19,Low
EMP-10857,2016-10-13,Marketing,Lead,PhD,Female,104200.0,0.07,3.0,6,74.0,3,2024-10-26,Medium
EMP-10858,2020-02-27,HR,Lead,High School,Female,117900.0,0.0,2.8,3,118.0,5,2024-11-21,Low
EMP-10859,2011-12-22,Operations,Manager,Master's,Female,136600.0,0.04,2.4,24,,3,2024-12-16,Low
EMP-10860,2016-03-02,Sales,Senior,PhD,Female,95600.0,0.14,1.3,8,61.0,2,2024-12-27,Low
EMP-10861,2018-11-15,HR,Manager,Master's,Male,122400.0,0.16,1.6,2,54.0,5,2024-08-13,Low
EMP-10862,2016-07-07,Sales,Manager,Bachelor's,,143800.0,0.17,2.7,25,116.0,0,2024-02-04,Low
EMP-10863,2020-01-04,Finance,Junior,Master's,Non-binary,39400.0,0.15,1.3,4,37.0,1,2024-10-18,Low
EMP-10864,2012-07-04,Sales,Manager,Bachelor's,Male,128800.0,0.07,2.4,25,101.0,1,2024-01-28,Low
EMP-10865,2020-01-29,Marketing,Mid,High School,Female,63800.0,0.15,3.8,20,86.0,0,2024-08-28,High
EMP-10866,2020-09-23,Legal,Manager,Master's,Female,133900.0,0.04,1.6,14,73.0,5,2024-03-27,Low
EMP-10867,2013-11-30,Sales,Junior,High School,Male,49800.0,0.11,,22,100.0,5,2024-07-23,Low
EMP-10868,2021-08-09,HR,Junior,Master's,Male,43900.0,0.13,,16,40.0,5,2024-11-29,Low
EMP-10869,2013-05-12,R&D,Senior,Associate,Male,103600.0,0.05,4.7,24,,4,2024-12-10,Low
EMP-10870,2010-02-18,Engineering,Mid,High School,Female,79800.0,0.23,2.3,4,45.0,0,2024-12-31,Low
EMP-10871,2012-12-05,Engineering,Junior,Bachelor's,Male,36100.0,0.2,1.4,20,,0,2024-05-02,Low
EMP-10872,2018-03-25,Marketing,Mid,Master's,Female,78500.0,0.18,2.2,4,116.0,3,2024-11-28,Low
EMP-10873,2020-12-18,Operations,Senior,Associate,Female,100600.0,,1.6,23,47.0,4,2024-08-28,Low
EMP-10874,2021-09-05,R&D,Manager,Associate,Male,123100.0,0.22,1.7,12,43.0,0,2024-12-20,Medium
EMP-10875,2015-05-01,Legal,Manager,High School,Female,137100.0,0.1,,18,106.0,2,2024-08-29,Medium
EMP-10876,2018-04-26,Marketing,Director,Bachelor's,Female,181400.0,0.22,1.2,12,35.0,2,2024-11-06,Low
EMP-10877,2021-09-27,R&D,Senior,Associate,Male,100700.0,0.11,4.8,6,37.0,4,2024-03-13,Low
EMP-10878,2017-08-18,Legal,Manager,Bachelor's,Female,136200.0,0.06,4.4,13,109.0,1,2024-03-01,Low
EMP-10879,2018-07-20,Marketing,Director,Master's,Male,162800.0,0.23,3.2,0,108.0,2,2024-09-11,High
EMP-10880,2015-09-03,Operations,Lead,PhD,Female,106300.0,0.09,1.4,12,97.0,4,2024-11-02,High
EMP-10881,2010-05-26,Sales,Junior,Associate,Non-binary,46100.0,0.06,1.2,5,111.0,3,2024-07-14,Low
EMP-10882,2022-06-23,Marketing,Director,PhD,Prefer not to say,165000.0,,1.7,4,,3,2024-02-02,Medium
EMP-10883,2014-07-04,HR,Senior,Bachelor's,Male,88000.0,,2.7,21,97.0,5,2024-12-24,Low
EMP-10884,2010-01-07,Engineering,Junior,Master's,Female,49200.0,0.12,3.7,6,13.0,0,2024-05-02,Low
EMP-10885,2022-10-18,Legal,Manager,Master's,Female,131500.0,,1.1,8,,5,2024-04-27,Low
EMP-10886,2015-10-29,Marketing,Junior,Master's,Female,48900.0,0.21,1.5,6,56.0,1,2024-01-03,Medium
EMP-10887,2011-04-18,Engineering,Mid,Bachelor's,,68700.0,0.23,,14,24.0,0,2024-07-19,Medium
EMP-10888,2023-04-01,R&D,Lead,Bachelor's,Female,105300.0,,,8,118.0,4,2024-10-16,Low
EMP-10889,2014-01-01,Operations,Junior,Bachelor's,Prefer not to say,39300.0,0.15,4.9,19,100.0,5,2024-04-24,Low
EMP-10890,2016-11-16,Engineering,Lead,Master's,Female,121800.0,,1.4,10,57.0,4,2024-11-20,Low
EMP-10891,2022-03-20,Legal,Lead,Master's,Male,103900.0,0.25,2.4,13,75.0,4,2024-11-27,Medium
EMP-10892,2016-02-28,Operations,Lead,High School,Female,109200.0,0.1,4.4,25,54.0,4,2024-01-20,Medium
EMP-10893,2017-04-08,Engineering,Junior,Master's,Female,44000.0,0.07,1.6,25,43.0,1,2024-05-04,Low
EMP-10894,2015-09-26,Marketing,Director,High School,Male,176200.0,0.15,1.7,28,,2,2024-02-18,Medium
EMP-10895,2015-06-05,Legal,Senior,Master's,Male,87200.0,0.06,4.2,17,81.0,4,2024-04-12,Low
EMP-10896,2015-12-15,R&D,Junior,High School,Male,44500.0,0.16,3.1,24,52.0,0,2024-01-01,Low
EMP-10897,2019-10-29,Legal,Director,Associate,Female,182900.0,0.07,2.8,4,53.0,1,2024-01-20,Low
EMP-10898,2012-01-19,Marketing,Manager,Associate,Female,124500.0,0.09,,7,10.0,4,2024-08-26,Low
EMP-10899,2021-10-12,Marketing,Senior,PhD,Non-binary,95700.0,0.04,1.3,23,72.0,1,2024-01-25,Low
EMP-10900,2021-01-24,Finance,Junior,Bachelor's,Male,38600.0,0.2,1.6,29,90.0,3,2024-07-24,Medium
EMP-10901,2011-12-29,Operations,Junior,Associate,Male,42700.0,0.14,3.8,13,94.0,1,2024-05-03,Low
EMP-10902,2014-07-11,Legal,Junior,High School,,41900.0,0.15,3.9,25,52.0,3,2024-04-22,Low
EMP-10903,2012-11-17,Legal,Lead,PhD,Female,112800.0,0.25,3.3,23,118.0,4,2024-12-10,Low
EMP-10904,2019-06-29,Marketing,Director,High School,Female,178900.0,0.25,3.2,6,91.0,3,2024-01-23,Medium
EMP-10905,2016-07-07,Marketing,Director,Master's,Female,168100.0,0.0,2.9,9,24.0,2,2024-10-11,Low
EMP-10906,2018-05-03,Marketing,Junior,Bachelor's,Male,48100.0,0.08,1.3,1,83.0,2,2024-11-22,Low
EMP-10907,2010-12-26,Legal,Junior,Bachelor's,Female,49900.0,0.07,,21,,4,2024-10-22,Low
EMP-10908,2019-12-05,Engineering,Director,PhD,Male,178400.0,0.12,3.1,26,86.0,3,2024-07-30,Low
EMP-10909,2018-06-05,HR,Director,Associate,Female,162400.0,0.17,2.1,0,72.0,5,2024-05-14,Low
EMP-10910,2018-03-27,Marketing,Director,Master's,Female,183900.0,0.17,4.1,22,96.0,3,2024-01-22,Low
EMP-10911,2010-12-09,Legal,Mid,Bachelor's,Female,61700.0,0.21,3.3,12,0.0,5,2024-03-19,Low
EMP-10912,2016-08-15,Operations,Junior,Master's,Male,51800.0,,2.8,2,85.0,2,2024-08-27,Low
EMP-10913,2019-02-24,HR,Manager,Bachelor's,Female,134400.0,0.01,,28,68.0,4,2024-01-10,Medium
EMP-10914,2019-09-01,Operations,Manager,Bachelor's,Non-binary,140400.0,0.16,4.6,13,22.0,3,2024-09-02,Low
EMP-10915,2015-10-05,HR,Senior,Bachelor's,Male,87400.0,0.15,,13,,2,2024-02-23,Medium
EMP-10916,2017-11-26,R&D,Junior,Master's,Male,38000.0,0.16,4.9,14,14.0,5,2024-12-29,Low
EMP-10917,2015-05-09,Sales,Lead,,Female,102600.0,0.06,4.5,4,74.0,4,2024-02-19,Low
EMP-10918,2018-08-23,HR,Manager,PhD,Male,143300.0,0.02,4.4,11,95.0,5,2024-04-05,Low
EMP-10919,2022-12-24,R&D,Mid,Master's,Female,75100.0,,3.9,29,63.0,3,2024-03-14,Low
EMP-10920,2012-11-26,Marketing,Mid,Bachelor's,Male,60700.0,,4.5,21,66.0,1,2024-09-27,Low
EMP-10921,2014-04-19,Engineering,Senior,,Male,100600.0,0.12,1.2,27,96.0,0,2024-03-24,Medium
EMP-10922,2023-01-06,Operations,Junior,,Female,43900.0,0.18,1.2,10,89.0,3,2024-11-11,High
EMP-10923,2018-05-09,Legal,Director,Bachelor's,Female,163800.0,0.14,1.1,23,0.0,5,2024-09-19,Low
EMP-10924,2011-06-04,Finance,Mid,PhD,Non-binary,58800.0,0.01,1.0,10,42.0,0,2024-06-14,Medium
EMP-10925,2014-07-23,Finance,Senior,Master's,Female,88800.0,0.15,2.4,21,77.0,0,2024-02-24,Low
EMP-10926,2017-05-22,Sales,Junior,PhD,Prefer not to say,48500.0,0.23,,22,27.0,2,2024-09-18,High
EMP-10927,2011-08-03,Sales,Mid,High School,Female,57800.0,0.01,4.1,20,72.0,3,2024-07-14,Low
EMP-10928,2011-10-17,Engineering,Mid,Master's,Male,73500.0,0.11,3.5,27,86.0,2,2024-01-02,Low
EMP-10929,2019-12-29,Legal,Lead,PhD,Female,109000.0,0.14,,7,5.0,4,2024-02-06,Low
EMP-10930,2018-07-06,Finance,Senior,PhD,Male,98700.0,0.1,4.1,24,16.0,1,2024-01-16,Medium
